ID,Type,On,Off
S1012,EMG,9:58:41,9:58:48
S1012,EMG,10:00:07,10:00:18
S1012,EMG,10:00:39,10:00:39
S1012,EMG,10:01:08,10:01:10
S1012,EMG,10:01:22,10:01:22
S1012,EMG,10:02:48,10:03:00
S1012,EMG,10:03:00,10:03:01
S1012,EMG,10:03:51,10:03:54
S1012,EMG,10:03:51,10:03:54
S1012,EMG,10:04:01,10:04:01
S1012,EMG,10:04:04,10:04:08
S1012,EMG,10:04:24,10:04:24
S1012,EMG,10:04:25,10:04:28
S1012,EMG,10:04:29,10:04:30
S1012,EMG,10:04:46,10:04:47
S1012,EMG,10:04:49,10:04:50
S1012,EMG,10:04:51,10:04:52
S1012,EMG,10:04:53,10:04:54
S1012,EMG,10:04:58,10:04:58
S1012,EMG,10:05:04,10:05:05
S1012,EMG,10:05:24,10:05:25
S1012,EMG,10:05:36,10:05:36
S1012,EMG,10:05:37,10:05:37
S1012,EMG,10:05:38,10:05:40
S1012,EMG,10:06:07,10:06:16
S1012,EMG,10:06:10,10:06:10
S1012,EMG,10:06:13,10:06:13
S1012,EMG,10:06:14,10:06:49
S1012,EMG,10:07:26,10:07:33
S1012,EMG,10:07:41,10:07:41
S1012,EMG,10:08:35,10:08:35
S1012,EMG,10:09:38,10:09:39
S1012,EMG,10:09:40,10:09:40
S1012,EMG,10:09:43,10:09:44
S1012,EMG,10:10:39,10:10:44
S1012,EMG,10:10:46,10:10:46
S1012,EMG,10:11:35,10:11:35
S1012,EMG,10:11:40,10:11:40
S1012,EMG,10:12:53,10:12:53
S1012,EMG,10:13:09,10:13:16
S1012,EMG,10:13:54,10:13:54
S1012,EMG,10:14:16,10:14:16
S1012,EMG,10:14:18,10:14:24
S1012,EMG,10:14:21,10:14:24
S1012,EMG,10:14:31,10:14:31
S1012,EMG,10:14:35,10:14:36
S1012,EMG,10:14:52,10:14:52
S1012,EMG,10:15:34,10:15:34
S1012,EMG,10:15:46,10:15:46
S1012,EMG,10:16:33,10:16:33
S1012,EMG,10:16:35,10:16:35
S1012,EMG,10:16:37,10:16:40
S1012,EMG,10:16:40,10:16:40
S1012,EMG,10:16:41,10:16:41
S1012,EMG,10:17:09,10:17:09
S1012,EMG,10:17:11,10:17:11
S1012,EMG,10:17:12,10:17:13
S1012,EMG,10:17:16,10:17:17
S1012,EMG,10:17:18,10:17:44
S1012,EMG,10:17:22,10:17:23
S1012,EMG,10:17:48,10:17:51
S1012,EMG,10:18:01,10:18:03
S1012,EMG,10:18:05,10:18:06
S1012,EMG,10:18:07,10:18:07
S1012,EMG,10:18:11,10:18:18
S1012,EMG,10:18:49,10:19:05
S1012,EMG,10:19:11,10:19:14
S1012,EMG,10:19:25,10:19:27
S1012,EMG,10:19:30,10:19:30
S1012,EMG,10:19:31,10:19:31
S1012,EMG,10:19:32,10:19:33
S1012,EMG,10:20:01,10:20:01
S1012,EMG,10:20:14,10:20:20
S1012,EMG,10:20:21,10:20:23
S1012,EMG,10:20:35,10:20:39
S1012,EMG,10:20:46,10:20:46
S1012,EMG,10:20:49,10:20:49
S1012,EMG,10:20:51,10:20:54
S1012,EMG,10:20:58,10:20:59
S1012,EMG,10:21:02,10:21:02
S1012,EMG,10:21:05,10:21:06
S1012,EMG,10:21:12,10:21:13
S1012,EMG,10:21:25,10:21:32
S1012,EMG,10:21:35,10:21:36
S1012,EMG,10:21:50,10:21:51
S1012,EMG,10:21:53,10:21:53
S1012,EMG,10:21:57,10:22:08
S1012,EMG,10:22:09,10:22:09
S1012,EMG,10:22:12,10:22:13
S1012,EMG,10:22:16,10:22:17
S1012,EMG,10:22:18,10:22:22
S1012,EMG,10:22:23,10:22:35
S1012,EMG,10:22:47,10:22:47
S1012,EMG,10:22:49,10:22:50
S1012,EMG,10:23:12,10:23:12
S1012,EMG,10:23:53,10:23:53
S1012,EMG,10:23:56,10:23:58
S1012,EMG,10:24:00,10:24:00
S1012,EMG,10:24:29,10:24:30
S1012,EMG,10:24:32,10:24:45
S1012,EMG,10:24:46,10:24:47
S1012,EMG,10:25:38,10:25:38
S1012,EMG,10:26:43,10:26:43
S1012,EMG,10:27:11,10:27:11
S1012,EMG,10:27:12,10:27:12
S1012,EMG,10:27:14,10:27:14
S1012,EMG,10:27:17,10:27:18
S1012,EMG,10:27:32,10:27:33
S1012,EMG,10:27:57,10:28:03
S1012,EMG,10:28:01,10:28:01
S1012,EMG,10:28:02,10:28:03
S1013,tGUI,9:32:49,9:33:09
S1013,tGUI,9:33:49,9:33:57
S1013,tGUI,9:34:19,9:34:24
S1013,tGUI,9:34:31,9:34:37
S1013,tGUI,9:35:19,9:35:30
S1013,tGUI,9:35:31,9:35:38
S1013,tGUI,9:35:39,9:35:45
S1013,tGUI,9:35:49,9:36:19
S1013,tGUI,9:36:19,9:36:33
S1013,tGUI,9:36:49,9:36:55
S1013,tGUI,9:37:19,9:37:20
S1013,tGUI,9:37:21,9:37:24
S1013,tGUI,9:37:25,9:37:26
S1013,tGUI,9:37:27,9:37:38
S1013,tGUI,9:37:38,9:37:45
S1013,tGUI,9:39:49,9:39:59
S1013,tGUI,9:40:02,9:40:36
S1013,tGUI,9:41:19,9:41:47
S1013,tGUI,9:41:49,9:41:51
S1013,tGUI,9:42:19,9:42:23
S1013,tGUI,9:42:32,9:42:35
S1013,tGUI,9:42:49,9:43:00
S1013,tGUI,9:43:19,9:43:27
S1013,tGUI,9:44:19,9:44:23
S1013,tGUI,9:44:23,9:44:49
S1013,tGUI,9:44:50,9:44:56
S1013,tGUI,9:44:56,9:45:03
S1013,tGUI,9:45:03,9:45:12
S1013,tGUI,9:45:49,9:46:03
S1013,tGUI,9:46:04,9:46:07
S1013,tGUI,9:46:19,9:46:30
S1013,tGUI,9:46:31,9:46:38
S1013,tGUI,9:46:39,9:46:45
S1013,tGUI,9:46:49,9:46:50
S1013,tGUI,9:46:50,9:46:54
S1013,tGUI,9:46:55,9:46:59
S1013,tGUI,9:46:59,9:47:01
S1013,tGUI,9:47:02,9:47:14
S1013,tGUI,9:47:19,9:47:30
S1013,tGUI,9:47:31,9:47:39
S1013,tGUI,9:49:21,9:49:27
S1013,tGUI,9:49:31,9:49:49
S1013,tGUI,9:50:02,9:50:03
S1013,tGUI,9:50:04,9:50:06
S1013,tGUI,9:50:19,9:50:49
S1013,tGUI,9:50:58,9:51:01
S1013,tGUI,9:51:06,9:51:11
S1013,tGUI,9:51:19,9:51:19
S1013,tGUI,9:51:31,9:51:35
S1013,tGUI,9:51:49,9:51:54
S1013,tGUI,9:51:58,9:52:02
S1013,tGUI,9:52:07,9:52:10
S1013,tGUI,9:52:14,9:52:15
S1013,tGUI,9:52:15,9:52:19
S1013,tGUI,9:52:21,9:52:25
S1013,tGUI,9:52:26,9:52:33
S1013,tGUI,9:52:33,9:52:39
S1013,tGUI,9:52:44,9:52:46
S1013,tGUI,9:52:49,9:52:59
S1013,tGUI,9:53:19,9:53:21
S1013,tGUI,9:53:22,9:53:31
S1013,tGUI,9:53:34,9:53:49
S1013,tGUI,9:53:50,9:53:50
S1013,tGUI,9:53:56,9:53:57
S1013,tGUI,9:54:01,9:54:18
S1013,tGUI,9:54:49,9:54:54
S1013,tGUI,9:54:55,9:54:59
S1013,tGUI,9:55:01,9:55:05
S1013,tGUI,9:55:06,9:55:08
S1013,tGUI,9:55:19,9:55:21
S1013,tGUI,9:55:42,9:55:46
S1013,tGUI,9:56:19,9:56:49
S1013,tGUI,9:56:54,9:57:08
S1013,tGUI,9:57:19,9:57:21
S1013,tGUI,9:57:29,9:57:32
S1013,tGUI,9:57:49,9:58:05
S1013,tGUI,9:58:19,9:58:20
S1013,tGUI,9:58:21,9:58:21
S1013,tGUI,9:58:23,9:58:26
S1013,tGUI,9:58:38,9:58:39
S1013,tGUI,9:58:49,9:58:54
S1013,tGUI,9:58:57,9:58:57
S1013,tGUI,9:59:19,9:59:32
S1013,tGUI,9:59:48,9:59:49
S1013,tGUI,9:59:57,10:00:01
S1013,tGUI,10:00:19,10:00:38
S1013,tGUI,10:00:40,10:00:44
S1013,tGUI,10:00:49,10:01:04
S1013,tGUI,10:01:06,10:01:19
S1013,tGUI,10:01:21,10:01:49
S1013,tGUI,10:02:01,10:02:06
S1013,tGUI,10:02:19,10:02:42
S1013,tGUI,10:02:43,10:02:48
S1013,tGUI,10:03:01,10:03:19
S1013,tGUI,10:03:49,10:03:54
S1013,tGUI,10:03:58,10:04:49
S1013,EMG,9:02:20,9:02:20
S1013,EMG,9:02:39,9:02:41
S1013,EMG,9:11:05,9:11:06
S1013,EMG,9:13:19,9:13:20
S1013,EMG,9:16:27,9:16:29
S1013,EMG,9:24:44,9:24:44
S1013,EMG,9:24:46,9:24:46
S1013,EMG,9:24:52,9:24:54
S1013,EMG,9:24:56,9:24:57
S1013,EMG,9:25:09,9:25:10
S1013,EMG,9:25:22,9:25:24
S1013,EMG,9:25:53,9:25:54
S1013,EMG,9:27:31,9:27:32
S1013,EMG,9:28:41,9:28:42
S1013,EMG,9:28:44,9:28:57
S1013,EMG,9:28:59,9:28:59
S1013,EMG,9:29:01,9:29:01
S1013,EMG,9:29:01,9:29:03
S1013,EMG,9:29:03,9:29:15
S1013,EMG,9:29:16,9:29:16
S1013,EMG,9:29:20,9:29:21
S1013,EMG,9:29:34,9:29:35
S1013,EMG,9:33:39,9:33:41
S1013,EMG,9:33:42,9:33:42
S1013,EMG,9:33:43,9:33:43
S1013,EMG,9:34:05,9:34:08
S1013,EMG,9:34:09,9:34:10
S1013,EMG,9:34:11,9:34:12
S1013,EMG,9:34:17,9:34:18
S1013,EMG,9:34:19,9:34:20
S1013,EMG,9:34:23,9:34:24
S1013,EMG,9:34:32,9:34:33
S1013,EMG,9:36:37,9:36:37
S1013,EMG,9:39:35,9:39:36
S1013,EMG,9:39:56,9:39:58
S1013,EMG,9:39:59,9:40:00
S1013,EMG,9:40:01,9:40:02
S1013,EMG,9:40:04,9:40:04
S1013,EMG,9:40:24,9:40:25
S1013,EMG,9:43:09,9:43:10
S1013,EMG,9:43:19,9:43:21
S1013,EMG,9:43:30,9:43:31
S1013,EMG,9:44:20,9:44:22
S1013,EMG,9:44:23,9:44:24
S1013,EMG,9:44:25,9:44:26
S1013,EMG,9:44:39,9:44:40
S1013,EMG,9:45:35,9:45:36
S1013,EMG,9:46:03,9:46:05
S1013,EMG,9:46:06,9:46:07
S1013,EMG,9:46:08,9:46:09
S1013,EMG,9:46:28,9:46:29
S1013,EMG,9:47:57,9:47:58
S1013,EMG,9:48:29,9:48:30
S1013,EMG,9:48:33,9:48:35
S1013,EMG,9:48:36,9:48:39
S1013,EMG,9:48:43,9:48:43
S1013,EMG,9:49:10,9:49:10
S1013,EMG,9:49:25,9:49:30
S1013,EMG,9:49:32,9:49:33
S1013,EMG,9:52:32,9:52:33
S1013,EMG,9:52:42,9:52:44
S1013,EMG,9:54:20,9:54:20
S1013,EMG,9:57:38,9:57:40
S1013,EMG,9:59:41,9:59:42
S1013,EMG,10:05:28,10:05:29
S1014,tGUI,8:54:22,8:54:23
S1014,tGUI,8:59:55,9:00:00
S1014,tGUI,9:01:22,9:01:24
S1014,tGUI,9:02:28,9:02:36
S1014,tGUI,9:03:22,9:03:52
S1014,tGUI,9:04:22,9:04:27
S1014,tGUI,9:06:22,9:06:48
S1014,tGUI,9:08:22,9:08:32
S1014,tGUI,9:09:22,9:09:45
S1014,tGUI,9:09:45,9:09:52
S1014,tGUI,9:10:21,9:10:23
S1014,tGUI,9:11:22,9:11:24
S1014,tGUI,9:11:26,9:11:49
S1014,tGUI,9:11:52,9:12:17
S1014,tGUI,9:12:52,9:12:56
S1014,tGUI,9:13:21,9:13:25
S1014,tGUI,9:13:52,9:14:01
S1014,tGUI,9:14:22,9:14:37
S1014,tGUI,9:16:52,9:17:04
S1014,tGUI,9:17:22,9:17:25
S1014,tGUI,9:17:27,9:17:40
S1014,tGUI,9:18:22,9:18:44
S1014,tGUI,9:19:22,9:19:46
S1014,tGUI,9:19:52,9:19:58
S1014,tGUI,9:20:22,9:20:52
S1014,tGUI,9:21:22,9:21:47
S1014,tGUI,9:21:52,9:22:16
S1014,tGUI,9:22:23,9:22:48
S1014,tGUI,9:23:22,9:23:26
S1014,tGUI,9:23:52,9:24:11
S1014,tGUI,9:24:52,9:24:57
S1014,tGUI,9:25:01,9:25:10
S1014,tGUI,9:25:52,9:25:57
S1014,tGUI,9:26:22,9:26:25
S1014,tGUI,9:26:26,9:26:35
S1014,tGUI,9:26:52,9:26:53
S1014,tGUI,9:26:57,9:27:09
S1014,tGUI,9:27:22,9:27:52
S1014,tGUI,9:27:54,9:28:13
S1014,tGUI,9:28:23,9:28:40
S1014,tGUI,9:28:52,9:29:11
S1014,tGUI,9:29:22,9:29:47
S1014,tGUI,9:29:52,9:29:52
S1014,tGUI,9:29:53,9:30:05
S1014,tGUI,9:30:22,9:30:32
S1014,tGUI,9:30:35,9:30:38
S1014,tGUI,9:30:52,9:30:53
S1014,tGUI,9:30:57,9:31:22
S1014,tGUI,9:31:22,9:31:42
S1014,tGUI,9:31:52,9:32:11
S1014,tGUI,9:32:22,9:32:32
S1014,tGUI,9:32:51,9:33:15
S1014,tGUI,9:33:22,9:33:30
S1014,tGUI,9:33:52,9:33:52
S1014,tGUI,9:34:22,9:34:29
S1014,tGUI,9:34:33,9:34:46
S1014,tGUI,9:34:52,9:35:00
S1014,tGUI,9:35:02,9:35:09
S1014,tGUI,9:35:22,9:35:25
S1014,tGUI,9:35:29,9:35:38
S1014,tGUI,9:35:51,9:35:56
S1014,tGUI,9:35:59,9:36:10
S1014,tGUI,9:36:22,9:36:29
S1014,tGUI,9:36:42,9:36:52
S1014,tGUI,9:37:22,9:37:30
S1014,tGUI,9:37:33,9:37:36
S1014,tGUI,9:37:52,9:37:56
S1014,tGUI,9:38:22,9:38:28
S1014,tGUI,9:38:52,9:39:02
S1014,EMG,8:17:17,8:17:17
S1014,EMG,8:17:18,8:17:19
S1014,EMG,8:25:23,8:25:24
S1014,EMG,8:27:24,8:27:24
S1014,EMG,8:27:32,8:27:33
S1014,EMG,8:27:51,8:27:51
S1014,EMG,8:27:56,8:27:56
S1014,EMG,8:28:07,8:28:09
S1014,EMG,8:28:17,8:28:17
S1014,EMG,8:28:25,8:28:25
S1014,EMG,8:28:29,8:28:31
S1014,EMG,8:28:54,8:28:54
S1014,EMG,8:28:57,8:28:57
S1014,EMG,8:29:05,8:29:05
S1014,EMG,8:29:20,8:29:20
S1014,EMG,8:29:33,8:29:33
S1014,EMG,8:29:37,8:29:38
S1014,EMG,8:29:39,8:29:39
S1014,EMG,8:29:44,8:29:44
S1014,EMG,8:29:56,8:29:56
S1014,EMG,8:29:59,8:30:00
S1014,EMG,8:31:40,8:31:41
S1014,EMG,8:31:42,8:31:45
S1014,EMG,8:31:47,8:31:54
S1014,EMG,8:31:57,8:32:02
S1014,EMG,8:32:03,8:32:04
S1014,EMG,8:32:52,8:32:52
S1014,EMG,8:37:25,8:37:25
S1014,EMG,8:38:49,8:38:49
S1014,EMG,8:39:44,8:39:44
S1014,EMG,8:39:45,8:39:45
S1014,EMG,8:39:48,8:39:49
S1014,EMG,8:39:50,8:39:50
S1014,EMG,8:39:55,8:39:56
S1014,EMG,8:41:01,8:41:01
S1014,EMG,8:42:08,8:42:10
S1014,EMG,8:42:22,8:42:23
S1014,EMG,8:42:24,8:42:24
S1014,EMG,8:45:12,8:45:15
S1014,EMG,8:45:58,8:46:01
S1014,EMG,8:46:18,8:46:18
S1014,EMG,8:47:04,8:47:04
S1014,EMG,8:47:07,8:47:07
S1014,EMG,8:49:28,8:49:28
S1014,EMG,8:49:29,8:49:30
S1014,EMG,8:49:36,8:49:37
S1014,EMG,8:49:50,8:49:51
S1014,EMG,8:49:52,8:49:52
S1014,EMG,8:50:18,8:50:18
S1014,EMG,8:50:27,8:50:27
S1014,EMG,8:54:17,8:54:21
S1014,EMG,8:54:24,8:54:24
S1014,EMG,8:54:42,8:54:43
S1014,EMG,8:56:39,8:56:39
S1014,EMG,8:56:43,8:56:44
S1014,EMG,8:56:55,8:56:57
S1014,EMG,8:58:45,8:58:45
S1014,EMG,8:58:46,8:58:48
S1014,EMG,8:58:49,8:58:49
S1014,EMG,8:59:02,8:59:05
S1014,EMG,8:59:20,8:59:20
S1014,EMG,8:59:22,8:59:22
S1014,EMG,8:59:33,8:59:34
S1014,EMG,9:01:47,9:01:48
S1014,EMG,9:02:53,9:02:53
S1014,EMG,9:03:37,9:03:39
S1014,EMG,9:03:51,9:03:51
S1014,EMG,9:03:53,9:03:55
S1014,EMG,9:04:24,9:04:25
S1014,EMG,9:06:48,9:06:49
S1014,EMG,9:06:50,9:06:50
S1014,EMG,9:08:15,9:08:17
S1014,EMG,9:08:27,9:08:27
S1014,EMG,9:08:36,9:08:36
S1014,EMG,9:08:37,9:08:37
S1014,EMG,9:09:35,9:09:36
S1014,EMG,9:10:23,9:10:23
S1014,EMG,9:12:13,9:12:16
S1014,EMG,9:12:32,9:12:32
S1014,EMG,9:13:13,9:13:15
S1014,EMG,9:13:26,9:13:26
S1014,EMG,9:13:29,9:13:29
S1014,EMG,9:13:33,9:13:33
S1014,EMG,9:14:01,9:14:02
S1014,EMG,9:14:27,9:14:29
S1014,EMG,9:14:31,9:14:31
S1014,EMG,9:14:37,9:14:38
S1014,EMG,9:14:39,9:14:41
S1014,EMG,9:14:43,9:14:43
S1014,EMG,9:14:44,9:14:44
S1014,EMG,9:16:00,9:16:00
S1014,EMG,9:16:03,9:16:03
S1014,EMG,9:16:15,9:16:15
S1014,EMG,9:17:27,9:17:27
S1014,EMG,9:17:31,9:17:32
S1014,EMG,9:17:33,9:17:33
S1014,EMG,9:17:41,9:17:42
S1014,EMG,9:17:43,9:17:44
S1014,EMG,9:17:48,9:17:48
S1014,EMG,9:17:50,9:17:50
S1014,EMG,9:17:51,9:17:51
S1014,EMG,9:17:55,9:17:55
S1014,EMG,9:17:56,9:17:56
S1014,EMG,9:17:58,9:17:58
S1014,EMG,9:18:20,9:18:23
S1014,EMG,9:18:41,9:18:41
S1014,EMG,9:18:44,9:18:44
S1014,EMG,9:18:55,9:18:56
S1014,EMG,9:19:00,9:19:00
S1014,EMG,9:19:06,9:19:06
S1014,EMG,9:19:09,9:19:09
S1014,EMG,9:19:16,9:19:16
S1014,EMG,9:19:19,9:19:20
S1014,EMG,9:19:27,9:19:27
S1014,EMG,9:19:47,9:19:48
S1014,EMG,9:20:04,9:20:05
S1014,EMG,9:20:18,9:20:19
S1014,EMG,9:20:48,9:20:48
S1014,EMG,9:20:57,9:20:58
S1014,EMG,9:20:59,9:21:00
S1014,EMG,9:21:01,9:21:01
S1014,EMG,9:21:03,9:21:05
S1014,EMG,9:21:06,9:21:09
S1014,EMG,9:21:35,9:21:38
S1014,EMG,9:21:39,9:21:39
S1014,EMG,9:21:46,9:21:46
S1014,EMG,9:21:49,9:21:49
S1014,EMG,9:21:50,9:21:51
S1014,EMG,9:21:53,9:21:55
S1014,EMG,9:21:57,9:21:57
S1014,EMG,9:22:02,9:22:02
S1014,EMG,9:22:03,9:22:03
S1014,EMG,9:22:06,9:22:06
S1014,EMG,9:22:10,9:22:10
S1014,EMG,9:22:11,9:22:12
S1014,EMG,9:22:14,9:22:14
S1014,EMG,9:22:16,9:22:17
S1014,EMG,9:22:18,9:22:19
S1014,EMG,9:22:20,9:22:20
S1014,EMG,9:22:22,9:22:27
S1014,EMG,9:22:28,9:22:28
S1014,EMG,9:22:28,9:22:31
S1014,EMG,9:22:32,9:22:34
S1014,EMG,9:22:36,9:22:37
S1014,EMG,9:22:38,9:22:38
S1014,EMG,9:22:39,9:22:39
S1014,EMG,9:22:42,9:22:42
S1014,EMG,9:22:45,9:22:46
S1014,EMG,9:22:47,9:22:49
S1014,EMG,9:22:50,9:22:50
S1014,EMG,9:22:52,9:22:54
S1014,EMG,9:23:00,9:23:00
S1014,EMG,9:23:01,9:23:02
S1014,EMG,9:23:04,9:23:04
S1014,EMG,9:23:05,9:23:06
S1014,EMG,9:23:07,9:23:08
S1014,EMG,9:23:09,9:23:10
S1014,EMG,9:23:12,9:23:12
S1014,EMG,9:23:14,9:23:14
S1014,EMG,9:23:23,9:23:24
S1014,EMG,9:23:25,9:23:26
S1014,EMG,9:23:27,9:23:27
S1014,EMG,9:23:30,9:23:31
S1014,EMG,9:23:33,9:23:33
S1014,EMG,9:23:34,9:23:35
S1014,EMG,9:23:36,9:23:37
S1014,EMG,9:23:38,9:23:38
S1014,EMG,9:23:39,9:23:40
S1014,EMG,9:23:41,9:23:41
S1014,EMG,9:23:43,9:23:43
S1014,EMG,9:23:50,9:23:52
S1014,EMG,9:23:55,9:23:56
S1014,EMG,9:23:57,9:23:58
S1014,EMG,9:23:59,9:24:01
S1014,EMG,9:24:09,9:24:09
S1014,EMG,9:24:10,9:24:10
S1014,EMG,9:24:13,9:24:15
S1014,EMG,9:24:16,9:24:16
S1014,EMG,9:24:18,9:24:18
S1014,EMG,9:24:19,9:24:19
S1014,EMG,9:24:20,9:24:20
S1014,EMG,9:24:21,9:24:25
S1014,EMG,9:24:26,9:24:27
S1014,EMG,9:24:28,9:24:29
S1014,EMG,9:24:32,9:24:32
S1014,EMG,9:24:35,9:24:36
S1014,EMG,9:24:36,9:24:38
S1014,EMG,9:24:43,9:24:43
S1014,EMG,9:24:44,9:24:44
S1014,EMG,9:24:47,9:24:49
S1014,EMG,9:24:50,9:24:50
S1014,EMG,9:24:57,9:25:09
S1014,EMG,9:25:09,9:25:09
S1014,EMG,9:25:10,9:25:20
S1014,EMG,9:25:22,9:25:23
S1014,EMG,9:25:57,9:25:57
S1014,EMG,9:25:58,9:25:58
S1014,EMG,9:26:01,9:26:02
S1014,EMG,9:26:03,9:26:04
S1014,EMG,9:26:09,9:26:09
S1014,EMG,9:26:10,9:26:10
S1014,EMG,9:26:24,9:26:26
S1014,EMG,9:26:28,9:26:30
S1014,EMG,9:26:36,9:26:36
S1014,EMG,9:26:37,9:26:39
S1014,EMG,9:26:40,9:26:40
S1014,EMG,9:26:43,9:26:43
S1014,EMG,9:26:44,9:26:44
S1014,EMG,9:26:46,9:26:46
S1014,EMG,9:26:47,9:26:48
S1014,EMG,9:26:58,9:26:58
S1014,EMG,9:27:00,9:27:00
S1014,EMG,9:27:08,9:27:08
S1014,EMG,9:27:09,9:27:09
S1014,EMG,9:27:11,9:27:11
S1014,EMG,9:27:12,9:27:15
S1014,EMG,9:27:21,9:27:22
S1014,EMG,9:27:43,9:27:43
S1014,EMG,9:27:53,9:27:53
S1014,EMG,9:27:54,9:27:56
S1014,EMG,9:28:19,9:28:20
S1014,EMG,9:28:40,9:28:40
S1014,EMG,9:28:41,9:28:41
S1014,EMG,9:28:45,9:28:45
S1014,EMG,9:28:46,9:28:49
S1014,EMG,9:28:53,9:28:58
S1014,EMG,9:28:59,9:28:59
S1014,EMG,9:29:01,9:29:03
S1014,EMG,9:29:15,9:29:15
S1014,EMG,9:29:16,9:29:16
S1014,EMG,9:29:21,9:29:24
S1014,EMG,9:29:29,9:29:31
S1014,EMG,9:29:47,9:29:47
S1014,EMG,9:29:51,9:29:51
S1014,EMG,9:29:56,9:29:57
S1014,EMG,9:30:06,9:30:06
S1014,EMG,9:30:06,9:30:10
S1014,EMG,9:30:35,9:30:35
S1014,EMG,9:30:39,9:30:39
S1014,EMG,9:30:40,9:30:40
S1014,EMG,9:30:41,9:30:42
S1014,EMG,9:30:44,9:30:45
S1014,EMG,9:30:46,9:30:47
S1014,EMG,9:30:49,9:30:49
S1014,EMG,9:30:51,9:30:52
S1014,EMG,9:30:58,9:30:59
S1014,EMG,9:31:04,9:31:06
S1014,EMG,9:31:08,9:31:08
S1014,EMG,9:31:09,9:31:09
S1014,EMG,9:31:11,9:31:11
S1014,EMG,9:31:16,9:31:16
S1014,EMG,9:31:20,9:31:20
S1014,EMG,9:31:24,9:31:24
S1014,EMG,9:31:29,9:31:29
S1014,EMG,9:31:30,9:31:31
S1014,EMG,9:31:32,9:31:32
S1014,EMG,9:31:47,9:31:47
S1014,EMG,9:31:51,9:31:51
S1014,EMG,9:32:09,9:32:09
S1014,EMG,9:32:13,9:32:13
S1014,EMG,9:32:16,9:32:18
S1014,EMG,9:32:19,9:32:21
S1014,EMG,9:32:23,9:32:23
S1014,EMG,9:32:25,9:32:25
S1014,EMG,9:32:30,9:32:30
S1014,EMG,9:32:32,9:32:32
S1014,EMG,9:32:33,9:32:33
S1014,EMG,9:32:34,9:32:35
S1014,EMG,9:32:37,9:32:38
S1014,EMG,9:32:42,9:32:42
S1014,EMG,9:32:48,9:32:50
S1014,EMG,9:32:51,9:32:51
S1014,EMG,9:32:55,9:32:56
S1014,EMG,9:33:03,9:33:04
S1014,EMG,9:33:18,9:33:18
S1014,EMG,9:33:20,9:33:22
S1014,EMG,9:33:35,9:33:36
S1014,EMG,9:33:54,9:33:56
S1014,EMG,9:34:37,9:34:38
S1014,EMG,9:34:46,9:34:46
S1014,EMG,9:34:47,9:34:47
S1014,EMG,9:34:50,9:34:50
S1014,EMG,9:35:00,9:35:02
S1014,EMG,9:35:03,9:35:05
S1014,EMG,9:35:11,9:35:11
S1014,EMG,9:35:12,9:35:13
S1014,EMG,9:35:14,9:35:16
S1014,EMG,9:35:25,9:35:32
S1014,EMG,9:35:30,9:35:30
S1014,EMG,9:35:32,9:35:36
S1014,EMG,9:35:37,9:35:37
S1014,EMG,9:35:38,9:35:38
S1014,EMG,9:35:39,9:35:40
S1014,EMG,9:35:43,9:35:43
S1014,EMG,9:35:44,9:35:44
S1014,EMG,9:35:56,9:35:57
S1014,EMG,9:35:58,9:35:58
S1014,EMG,9:35:59,9:36:04
S1014,EMG,9:36:05,9:36:05
S1014,EMG,9:36:06,9:36:07
S1014,EMG,9:36:08,9:36:09
S1014,EMG,9:36:10,9:36:11
S1014,EMG,9:36:15,9:36:16
S1014,EMG,9:36:17,9:36:17
S1014,EMG,9:36:19,9:36:20
S1014,EMG,9:36:21,9:36:22
S1014,EMG,9:36:23,9:36:24
S1014,EMG,9:36:25,9:36:26
S1014,EMG,9:36:27,9:36:28
S1014,EMG,9:36:29,9:36:30
S1014,EMG,9:36:32,9:36:34
S1014,EMG,9:36:35,9:36:37
S1014,EMG,9:36:38,9:36:38
S1014,EMG,9:36:41,9:36:45
S1014,EMG,9:36:48,9:36:48
S1014,EMG,9:36:49,9:36:49
S1014,EMG,9:36:50,9:36:50
S1014,EMG,9:36:51,9:36:51
S1014,EMG,9:36:53,9:36:53
S1014,EMG,9:36:54,9:36:54
S1014,EMG,9:36:55,9:36:55
S1014,EMG,9:36:56,9:36:57
S1014,EMG,9:36:59,9:36:59
S1014,EMG,9:37:00,9:37:00
S1014,EMG,9:37:03,9:37:03
S1014,EMG,9:37:04,9:37:04
S1014,EMG,9:37:05,9:37:05
S1014,EMG,9:37:05,9:37:05
S1014,EMG,9:37:07,9:37:08
S1014,EMG,9:37:09,9:37:10
S1014,EMG,9:37:11,9:37:11
S1014,EMG,9:37:12,9:37:12
S1014,EMG,9:37:13,9:37:13
S1014,EMG,9:37:15,9:37:16
S1014,EMG,9:37:18,9:37:18
S1014,EMG,9:37:21,9:37:22
S1014,EMG,9:37:22,9:37:23
S1014,EMG,9:37:24,9:37:24
S1014,EMG,9:37:25,9:37:26
S1014,EMG,9:37:27,9:37:27
S1014,EMG,9:37:28,9:37:29
S1014,EMG,9:37:30,9:37:30
S1014,EMG,9:37:33,9:37:36
S1014,EMG,9:37:37,9:37:37
S1014,EMG,9:37:38,9:37:41
S1014,EMG,9:37:42,9:37:42
S1014,EMG,9:37:44,9:37:45
S1014,EMG,9:37:46,9:37:46
S1014,EMG,9:37:47,9:37:47
S1014,EMG,9:37:48,9:37:51
